"date","GSPC.Adjusted","DGS6MO","DGS5","DGS10","GDP_Daily","Inflation_Daily","FedFunds_Daily","Unemployment_Daily"
2001-06-15,1214.35998535156,3.55,4.74,5.27,10599,177.7,3.97,4.5
2001-06-18,1208.43005371094,3.49,4.73,5.27,10599,177.7,3.97,4.5
2001-06-19,1212.57995605469,3.49,4.72,5.26,10599,177.7,3.97,4.5
2001-06-20,1223.14001464844,3.47,4.72,5.24,10599,177.7,3.97,4.5
2001-06-21,1237.0400390625,3.48,4.7,5.22,10599,177.7,3.97,4.5
2001-06-22,1225.34997558594,3.42,4.63,5.14,10599,177.7,3.97,4.5
2001-06-25,1218.59997558594,3.46,4.65,5.16,10599,177.7,3.97,4.5
2001-06-26,1216.76000976562,3.49,4.74,5.24,10599,177.7,3.97,4.5
2001-06-27,1211.06994628906,3.55,4.82,5.26,10599,177.7,3.97,4.5
2001-06-28,1226.19995117188,3.64,4.92,5.35,10599,177.7,3.97,4.5
2001-06-29,1224.38000488281,3.63,4.97,5.42,10599,177.7,3.97,4.5
2001-07-02,1236.71997070312,3.61,4.88,5.37,10598.02,177.4,3.77,4.6
2001-07-03,1234.44995117188,3.63,4.91,5.41,10598.02,177.4,3.77,4.6
2001-07-05,1219.23999023438,3.63,4.95,5.44,10598.02,177.4,3.77,4.6
2001-07-06,1190.58996582031,3.57,4.9,5.41,10598.02,177.4,3.77,4.6
2001-07-09,1198.78002929688,3.62,4.88,5.37,10598.02,177.4,3.77,4.6
2001-07-10,1181.52001953125,3.58,4.82,5.32,10598.02,177.4,3.77,4.6
2001-07-11,1180.18005371094,3.55,4.81,5.31,10598.02,177.4,3.77,4.6
2001-07-12,1208.14001464844,3.56,4.8,5.27,10598.02,177.4,3.77,4.6
2001-07-13,1215.68005371094,3.59,4.82,5.27,10598.02,177.4,3.77,4.6
2001-07-16,1202.44995117188,3.61,4.76,5.21,10598.02,177.4,3.77,4.6
2001-07-17,1214.43994140625,3.59,4.78,5.22,10598.02,177.4,3.77,4.6
2001-07-18,1207.7099609375,3.51,4.66,5.12,10598.02,177.4,3.77,4.6
2001-07-19,1215.02001953125,3.54,4.69,5.13,10598.02,177.4,3.77,4.6
2001-07-20,1210.84997558594,3.53,4.7,5.15,10598.02,177.4,3.77,4.6
2001-07-23,1191.03002929688,3.55,4.68,5.13,10598.02,177.4,3.77,4.6
2001-07-24,1171.65002441406,3.52,4.67,5.13,10598.02,177.4,3.77,4.6
2001-07-25,1190.48999023438,3.54,4.74,5.2,10598.02,177.4,3.77,4.6
2001-07-26,1202.93005371094,3.52,4.71,5.19,10598.02,177.4,3.77,4.6
2001-07-27,1205.81994628906,3.48,4.64,5.13,10598.02,177.4,3.77,4.6
2001-07-30,1204.52001953125,3.49,4.63,5.11,10598.02,177.4,3.77,4.6
2001-07-31,1211.22998046875,3.47,4.57,5.07,10598.02,177.4,3.77,4.6
2001-08-01,1215.93005371094,3.47,4.62,5.11,10598.02,177.4,3.65,4.9
2001-08-02,1220.75,3.46,4.69,5.17,10598.02,177.4,3.65,4.9
2001-08-03,1214.34997558594,3.47,4.72,5.2,10598.02,177.4,3.65,4.9
2001-08-06,1200.47998046875,3.47,4.71,5.19,10598.02,177.4,3.65,4.9
2001-08-07,1204.40002441406,3.47,4.72,5.2,10598.02,177.4,3.65,4.9
2001-08-08,1183.53002929688,3.41,4.61,4.99,10598.02,177.4,3.65,4.9
2001-08-09,1183.43005371094,3.4,4.66,5.04,10598.02,177.4,3.65,4.9
2001-08-10,1190.16003417969,3.37,4.61,4.99,10598.02,177.4,3.65,4.9
2001-08-13,1191.2900390625,3.37,4.57,4.97,10598.02,177.4,3.65,4.9
2001-08-14,1186.72998046875,3.38,4.59,4.97,10598.02,177.4,3.65,4.9
2001-08-15,1178.02001953125,3.41,4.62,5,10598.02,177.4,3.65,4.9
2001-08-16,1181.66003417969,3.36,4.58,4.95,10598.02,177.4,3.65,4.9
2001-08-17,1161.96997070312,3.33,4.49,4.84,10598.02,177.4,3.65,4.9
2001-08-20,1171.41003417969,3.4,4.55,4.91,10598.02,177.4,3.65,4.9
2001-08-21,1157.26000976562,3.35,4.5,4.87,10598.02,177.4,3.65,4.9
2001-08-22,1165.31005859375,3.37,4.53,4.91,10598.02,177.4,3.65,4.9
2001-08-23,1162.08996582031,3.36,4.52,4.89,10598.02,177.4,3.65,4.9
2001-08-24,1184.93005371094,3.37,4.55,4.93,10598.02,177.4,3.65,4.9
2001-08-27,1179.2099609375,3.4,4.57,4.94,10598.02,177.4,3.65,4.9
2001-08-28,1161.51000976562,3.35,4.48,4.85,10598.02,177.4,3.65,4.9
2001-08-29,1148.56005859375,3.33,4.43,4.78,10598.02,177.4,3.65,4.9
2001-08-30,1129.03002929688,3.28,4.42,4.79,10598.02,177.4,3.65,4.9
2001-08-31,1133.57995605469,3.31,4.46,4.85,10598.02,177.4,3.65,4.9
2001-09-04,1132.93994140625,3.43,4.63,4.99,10598.02,178.1,3.07,5
2001-09-05,1131.73999023438,3.39,4.61,4.97,10598.02,178.1,3.07,5
2001-09-06,1106.40002441406,3.33,4.48,4.86,10598.02,178.1,3.07,5
2001-09-07,1085.78002929688,3.2,4.39,4.8,10598.02,178.1,3.07,5
2001-09-10,1092.5400390625,3.23,4.41,4.84,10598.02,178.1,3.07,5
2001-09-17,1038.77001953125,2.62,3.99,4.63,10598.02,178.1,3.07,5
2001-09-18,1032.73999023438,2.56,4.01,4.72,10598.02,178.1,3.07,5
2001-09-19,1016.09997558594,2.33,3.9,4.69,10598.02,178.1,3.07,5
2001-09-20,984.539978027344,2.38,3.97,4.75,10598.02,178.1,3.07,5
2001-09-21,965.799987792969,2.34,3.94,4.7,10598.02,178.1,3.07,5
2001-09-24,1003.45001220703,2.39,4,4.73,10598.02,178.1,3.07,5
2001-09-25,1012.27001953125,2.37,3.97,4.72,10598.02,178.1,3.07,5
2001-09-26,1007.03997802734,2.34,3.91,4.65,10598.02,178.1,3.07,5
2001-09-27,1018.60998535156,2.31,3.87,4.58,10598.02,178.1,3.07,5
2001-09-28,1040.93994140625,2.36,3.93,4.6,10598.02,178.1,3.07,5
2001-10-01,1038.55004882812,2.37,3.9,4.55,10660.465,177.6,2.49,5.3
2001-10-02,1051.32995605469,2.27,3.87,4.53,10660.465,177.6,2.49,5.3
2001-10-03,1072.28002929688,2.24,3.86,4.5,10660.465,177.6,2.49,5.3
2001-10-04,1069.63000488281,2.21,3.88,4.53,10660.465,177.6,2.49,5.3
2001-10-05,1071.38000488281,2.18,3.87,4.52,10660.465,177.6,2.49,5.3
2001-10-09,1056.75,2.2,3.96,4.62,10660.465,177.6,2.49,5.3
2001-10-10,1080.98999023438,2.2,3.96,4.61,10660.465,177.6,2.49,5.3
2001-10-11,1097.43005371094,2.26,4.03,4.69,10660.465,177.6,2.49,5.3
2001-10-12,1091.65002441406,2.24,4.01,4.68,10660.465,177.6,2.49,5.3
2001-10-15,1089.97998046875,2.22,3.97,4.62,10660.465,177.6,2.49,5.3
2001-10-16,1097.5400390625,2.2,3.93,4.59,10660.465,177.6,2.49,5.3
2001-10-17,1077.08996582031,2.2,3.93,4.59,10660.465,177.6,2.49,5.3
2001-10-18,1068.60998535156,2.19,3.93,4.58,10660.465,177.6,2.49,5.3
2001-10-19,1073.47998046875,2.17,3.96,4.63,10660.465,177.6,2.49,5.3
2001-10-22,1089.90002441406,2.18,3.98,4.63,10660.465,177.6,2.49,5.3
2001-10-23,1084.78002929688,2.16,4.01,4.66,10660.465,177.6,2.49,5.3
2001-10-24,1085.19995117188,2.13,3.96,4.61,10660.465,177.6,2.49,5.3
2001-10-25,1100.08996582031,2.09,3.89,4.56,10660.465,177.6,2.49,5.3
2001-10-26,1104.60998535156,2.09,3.88,4.53,10660.465,177.6,2.49,5.3
2001-10-29,1078.30004882812,2.04,3.82,4.5,10660.465,177.6,2.49,5.3
2001-10-30,1059.7900390625,1.97,3.76,4.44,10660.465,177.6,2.49,5.3
2001-10-31,1059.78002929688,1.95,3.66,4.3,10660.465,177.6,2.49,5.3
2001-11-01,1084.09997558594,1.99,3.66,4.24,10660.465,177.5,2.09,5.5
2001-11-02,1087.19995117188,1.94,3.77,4.37,10660.465,177.5,2.09,5.5
2001-11-05,1102.83996582031,1.96,3.71,4.31,10660.465,177.5,2.09,5.5
2001-11-06,1118.85998535156,1.83,3.54,4.3,10660.465,177.5,2.09,5.5
2001-11-07,1115.80004882812,1.75,3.47,4.22,10660.465,177.5,2.09,5.5
2001-11-08,1118.5400390625,1.8,3.58,4.32,10660.465,177.5,2.09,5.5
2001-11-09,1120.31005859375,1.82,3.62,4.34,10660.465,177.5,2.09,5.5
2001-11-13,1139.08996582031,1.86,3.69,4.41,10660.465,177.5,2.09,5.5
2001-11-14,1141.2099609375,1.9,3.83,4.54,10660.465,177.5,2.09,5.5
2001-11-15,1142.23999023438,2.01,4.1,4.79,10660.465,177.5,2.09,5.5
2001-11-16,1138.65002441406,2.06,4.24,4.91,10660.465,177.5,2.09,5.5
2001-11-19,1151.06005859375,2,4.12,4.8,10660.465,177.5,2.09,5.5
2001-11-20,1142.66003417969,1.99,4.17,4.88,10660.465,177.5,2.09,5.5
2001-11-21,1137.03002929688,2.02,4.31,4.98,10660.465,177.5,2.09,5.5
2001-11-23,1150.33996582031,2.02,4.4,5.04,10660.465,177.5,2.09,5.5
2001-11-26,1157.42004394531,2.04,4.41,5.05,10660.465,177.5,2.09,5.5
2001-11-27,1149.5,1.98,4.32,4.98,10660.465,177.5,2.09,5.5
2001-11-28,1128.52001953125,1.92,4.33,4.98,10660.465,177.5,2.09,5.5
2001-11-29,1140.19995117188,1.8,4.1,4.79,10660.465,177.5,2.09,5.5
2001-11-30,1139.44995117188,1.79,4.08,4.78,10660.465,177.5,2.09,5.5
2001-12-03,1129.90002441406,1.81,4.04,4.75,10660.465,177.4,1.82,5.7
2001-12-04,1144.80004882812,1.8,3.99,4.7,10660.465,177.4,1.82,5.7
2001-12-05,1170.34997558594,1.88,4.24,4.92,10660.465,177.4,1.82,5.7
2001-12-06,1167.09997558594,1.91,4.38,5.04,10660.465,177.4,1.82,5.7
2001-12-07,1158.31005859375,1.81,4.5,5.2,10660.465,177.4,1.82,5.7
2001-12-10,1139.93005371094,1.79,4.46,5.17,10660.465,177.4,1.82,5.7
2001-12-11,1136.76000976562,1.73,4.38,5.13,10660.465,177.4,1.82,5.7
2001-12-12,1137.06994628906,1.74,4.29,5.02,10660.465,177.4,1.82,5.7
2001-12-13,1119.38000488281,1.78,4.4,5.13,10660.465,177.4,1.82,5.7
2001-12-14,1123.08996582031,1.81,4.52,5.24,10660.465,177.4,1.82,5.7
2001-12-17,1134.35998535156,1.84,4.54,5.26,10660.465,177.4,1.82,5.7
2001-12-18,1142.92004394531,1.81,4.46,5.16,10660.465,177.4,1.82,5.7
2001-12-19,1149.56005859375,1.8,4.38,5.08,10660.465,177.4,1.82,5.7
2001-12-20,1139.93005371094,1.79,4.42,5.08,10660.465,177.4,1.82,5.7
2001-12-21,1144.89001464844,1.81,4.45,5.12,10660.465,177.4,1.82,5.7
2001-12-24,1144.65002441406,1.83,4.49,5.18,10660.465,177.4,1.82,5.7
2001-12-26,1149.36999511719,1.87,4.55,5.22,10660.465,177.4,1.82,5.7
2001-12-27,1157.13000488281,1.84,4.46,5.13,10660.465,177.4,1.82,5.7
2001-12-28,1161.02001953125,1.83,4.46,5.15,10660.465,177.4,1.82,5.7
2001-12-31,1148.07995605469,1.83,4.38,5.07,10660.465,177.4,1.82,5.7
2002-01-02,1154.67004394531,1.85,4.52,5.2,10783.5,177.7,1.73,5.7
2002-01-03,1165.27001953125,1.82,4.48,5.16,10783.5,177.7,1.73,5.7
2002-01-04,1172.51000976562,1.82,4.5,5.18,10783.5,177.7,1.73,5.7
2002-01-07,1164.89001464844,1.77,4.39,5.09,10783.5,177.7,1.73,5.7
2002-01-08,1160.7099609375,1.77,4.39,5.1,10783.5,177.7,1.73,5.7
2002-01-09,1155.14001464844,1.77,4.38,5.1,10783.5,177.7,1.73,5.7
2002-01-10,1156.55004882812,1.75,4.27,5,10783.5,177.7,1.73,5.7
2002-01-11,1145.59997558594,1.62,4.14,4.92,10783.5,177.7,1.73,5.7
2002-01-14,1138.41003417969,1.63,4.15,4.91,10783.5,177.7,1.73,5.7
2002-01-15,1146.18994140625,1.63,4.14,4.88,10783.5,177.7,1.73,5.7
2002-01-16,1127.56994628906,1.65,4.16,4.88,10783.5,177.7,1.73,5.7
2002-01-17,1138.88000488281,1.73,4.28,4.98,10783.5,177.7,1.73,5.7
2002-01-18,1127.57995605469,1.71,4.23,4.94,10783.5,177.7,1.73,5.7
2002-01-22,1119.31005859375,1.77,4.27,4.96,10783.5,177.7,1.73,5.7
2002-01-23,1128.18005371094,1.78,4.36,5.05,10783.5,177.7,1.73,5.7
2002-01-24,1132.15002441406,1.82,4.4,5.07,10783.5,177.7,1.73,5.7
2002-01-25,1133.28002929688,1.83,4.46,5.1,10783.5,177.7,1.73,5.7
2002-01-28,1133.06005859375,1.88,4.48,5.12,10783.5,177.7,1.73,5.7
2002-01-29,1100.64001464844,1.84,4.35,5.02,10783.5,177.7,1.73,5.7
2002-01-30,1113.56994628906,1.86,4.37,5.02,10783.5,177.7,1.73,5.7
2002-01-31,1130.19995117188,1.89,4.42,5.07,10783.5,177.7,1.73,5.7
2002-02-01,1122.19995117188,1.87,4.37,5.02,10783.5,178,1.74,5.7
2002-02-04,1094.43994140625,1.87,4.29,4.94,10783.5,178,1.74,5.7
2002-02-05,1090.02001953125,1.86,4.29,4.92,10783.5,178,1.74,5.7
2002-02-06,1083.51000976562,1.84,4.3,4.92,10783.5,178,1.74,5.7
2002-02-07,1080.17004394531,1.83,4.33,4.93,10783.5,178,1.74,5.7
2002-02-08,1096.21997070312,1.82,4.28,4.9,10783.5,178,1.74,5.7
2002-02-11,1111.93994140625,1.86,4.29,4.91,10783.5,178,1.74,5.7
2002-02-12,1107.5,1.87,4.36,4.97,10783.5,178,1.74,5.7
2002-02-13,1118.51000976562,1.87,4.4,5.01,10783.5,178,1.74,5.7
2002-02-14,1116.47998046875,1.86,4.35,4.95,10783.5,178,1.74,5.7
2002-02-15,1104.18005371094,1.84,4.27,4.86,10783.5,178,1.74,5.7
2002-02-19,1083.33996582031,1.87,4.28,4.88,10783.5,178,1.74,5.7
2002-02-20,1097.97998046875,1.87,4.28,4.88,10783.5,178,1.74,5.7
2002-02-21,1080.94995117188,1.87,4.27,4.88,10783.5,178,1.74,5.7
2002-02-22,1089.83996582031,1.86,4.23,4.84,10783.5,178,1.74,5.7
2002-02-25,1109.43005371094,1.89,4.26,4.86,10783.5,178,1.74,5.7
2002-02-26,1109.38000488281,1.91,4.33,4.93,10783.5,178,1.74,5.7
2002-02-27,1109.89001464844,1.88,4.22,4.84,10783.5,178,1.74,5.7
2002-02-28,1106.72998046875,1.87,4.27,4.88,10783.5,178,1.74,5.7
2002-03-01,1131.78002929688,1.91,4.43,4.98,10783.5,178.5,1.73,5.7
2002-03-04,1153.83996582031,1.94,4.43,5.02,10783.5,178.5,1.73,5.7
2002-03-05,1146.14001464844,1.93,4.44,5.02,10783.5,178.5,1.73,5.7
2002-03-06,1162.77001953125,1.92,4.45,5.06,10783.5,178.5,1.73,5.7
2002-03-07,1157.5400390625,1.96,4.65,5.22,10783.5,178.5,1.73,5.7
2002-03-08,1164.31005859375,2.05,4.77,5.33,10783.5,178.5,1.73,5.7
2002-03-11,1168.26000976562,2.08,4.77,5.33,10783.5,178.5,1.73,5.7
2002-03-12,1165.57995605469,2.06,4.75,5.32,10783.5,178.5,1.73,5.7
2002-03-13,1154.08996582031,2.02,4.69,5.28,10783.5,178.5,1.73,5.7
2002-03-14,1153.0400390625,2.06,4.83,5.4,10783.5,178.5,1.73,5.7
2002-03-15,1166.16003417969,2.09,4.8,5.35,10783.5,178.5,1.73,5.7
2002-03-18,1165.55004882812,2.14,4.79,5.32,10783.5,178.5,1.73,5.7
2002-03-19,1170.2900390625,2.1,4.78,5.33,10783.5,178.5,1.73,5.7
2002-03-20,1151.84997558594,2.12,4.87,5.4,10783.5,178.5,1.73,5.7
2002-03-21,1153.58996582031,2.12,4.88,5.39,10783.5,178.5,1.73,5.7
2002-03-22,1148.69995117188,2.13,4.9,5.4,10783.5,178.5,1.73,5.7
2002-03-25,1131.86999511719,2.16,4.92,5.41,10783.5,178.5,1.73,5.7
2002-03-26,1138.48999023438,2.12,4.85,5.35,10783.5,178.5,1.73,5.7
2002-03-27,1144.57995605469,2.1,4.85,5.35,10783.5,178.5,1.73,5.7
2002-03-28,1147.39001464844,2.12,4.91,5.42,10783.5,178.5,1.73,5.7
2002-04-01,1146.5400390625,2.16,4.93,5.44,10887.46,179.3,1.75,5.9
2002-04-02,1136.76000976562,2.12,4.84,5.36,10887.46,179.3,1.75,5.9
2002-04-03,1125.40002441406,2.08,4.76,5.3,10887.46,179.3,1.75,5.9
2002-04-04,1126.33996582031,2.07,4.76,5.28,10887.46,179.3,1.75,5.9
2002-04-05,1122.72998046875,2.03,4.68,5.22,10887.46,179.3,1.75,5.9
2002-04-08,1125.2900390625,2.02,4.7,5.25,10887.46,179.3,1.75,5.9
2002-04-09,1117.80004882812,2.02,4.67,5.22,10887.46,179.3,1.75,5.9
2002-04-10,1130.46997070312,1.98,4.68,5.24,10887.46,179.3,1.75,5.9
2002-04-11,1103.68994140625,1.97,4.66,5.22,10887.46,179.3,1.75,5.9
2002-04-12,1111.01000976562,1.96,4.6,5.18,10887.46,179.3,1.75,5.9
2002-04-15,1102.55004882812,1.96,4.57,5.15,10887.46,179.3,1.75,5.9
2002-04-16,1128.36999511719,1.97,4.62,5.2,10887.46,179.3,1.75,5.9
2002-04-17,1126.06994628906,1.92,4.64,5.24,10887.46,179.3,1.75,5.9
2002-04-18,1124.46997070312,1.91,4.64,5.23,10887.46,179.3,1.75,5.9
2002-04-19,1125.17004394531,1.91,4.62,5.21,10887.46,179.3,1.75,5.9
2002-04-22,1107.82995605469,1.92,4.62,5.19,10887.46,179.3,1.75,5.9
2002-04-23,1100.9599609375,1.92,4.62,5.18,10887.46,179.3,1.75,5.9
2002-04-24,1093.14001464844,1.89,4.53,5.11,10887.46,179.3,1.75,5.9
2002-04-25,1091.47998046875,1.9,4.52,5.1,10887.46,179.3,1.75,5.9
2002-04-26,1076.31994628906,1.9,4.49,5.08,10887.46,179.3,1.75,5.9
2002-04-29,1065.44995117188,1.93,4.55,5.13,10887.46,179.3,1.75,5.9
2002-04-30,1076.92004394531,1.91,4.53,5.11,10887.46,179.3,1.75,5.9
2002-05-01,1086.4599609375,1.91,4.49,5.08,10887.46,179.5,1.75,5.8
2002-05-02,1084.56005859375,1.92,4.54,5.13,10887.46,179.5,1.75,5.8
2002-05-03,1073.43005371094,1.88,4.48,5.08,10887.46,179.5,1.75,5.8
2002-05-06,1052.67004394531,1.9,4.5,5.1,10887.46,179.5,1.75,5.8
2002-05-07,1049.48999023438,1.86,4.43,5.09,10887.46,179.5,1.75,5.8
2002-05-08,1088.84997558594,1.91,4.58,5.24,10887.46,179.5,1.75,5.8
2002-05-09,1073.01000976562,1.9,4.53,5.2,10887.46,179.5,1.75,5.8
2002-05-10,1054.98999023438,1.88,4.46,5.15,10887.46,179.5,1.75,5.8
2002-05-13,1074.56005859375,1.92,4.54,5.23,10887.46,179.5,1.75,5.8
2002-05-14,1097.28002929688,1.95,4.64,5.32,10887.46,179.5,1.75,5.8
2002-05-15,1091.06994628906,1.93,4.59,5.28,10887.46,179.5,1.75,5.8
2002-05-16,1098.22998046875,1.9,4.52,5.2,10887.46,179.5,1.75,5.8
2002-05-17,1106.58996582031,1.95,4.6,5.27,10887.46,179.5,1.75,5.8
2002-05-20,1091.88000488281,1.94,4.53,5.21,10887.46,179.5,1.75,5.8
2002-05-21,1079.88000488281,1.92,4.49,5.18,10887.46,179.5,1.75,5.8
2002-05-22,1086.02001953125,1.9,4.43,5.13,10887.46,179.5,1.75,5.8
2002-05-23,1097.07995605469,1.91,4.46,5.16,10887.46,179.5,1.75,5.8
2002-05-24,1083.81994628906,1.91,4.47,5.16,10887.46,179.5,1.75,5.8
2002-05-28,1074.55004882812,1.94,4.46,5.16,10887.46,179.5,1.75,5.8
2002-05-29,1067.66003417969,1.91,4.41,5.11,10887.46,179.5,1.75,5.8
2002-05-30,1064.66003417969,1.9,4.36,5.06,10887.46,179.5,1.75,5.8
2002-05-31,1067.14001464844,1.91,4.37,5.08,10887.46,179.5,1.75,5.8
2002-06-03,1040.68005371094,1.93,4.36,5.06,10887.46,179.6,1.75,5.8
2002-06-04,1040.68994140625,1.9,4.31,5.04,10887.46,179.6,1.75,5.8
2002-06-05,1049.90002441406,1.9,4.35,5.08,10887.46,179.6,1.75,5.8
2002-06-06,1029.15002441406,1.88,4.3,5.04,10887.46,179.6,1.75,5.8
2002-06-07,1027.53002929688,1.89,4.36,5.1,10887.46,179.6,1.75,5.8
2002-06-10,1030.73999023438,1.89,4.34,5.07,10887.46,179.6,1.75,5.8
2002-06-11,1013.59997558594,1.87,4.29,5.02,10887.46,179.6,1.75,5.8
2002-06-12,1020.26000976562,1.85,4.24,4.98,10887.46,179.6,1.75,5.8
2002-06-13,1009.55999755859,1.82,4.2,4.94,10887.46,179.6,1.75,5.8
2002-06-14,1007.27001953125,1.8,4.1,4.83,10887.46,179.6,1.75,5.8
2002-06-17,1036.17004394531,1.85,4.14,4.89,10887.46,179.6,1.75,5.8
2002-06-18,1037.14001464844,1.82,4.13,4.88,10887.46,179.6,1.75,5.8
2002-06-19,1019.98999023438,1.77,4.01,4.76,10887.46,179.6,1.75,5.8
2002-06-20,1006.28997802734,1.81,4.11,4.85,10887.46,179.6,1.75,5.8
2002-06-21,989.140014648438,1.79,4.06,4.79,10887.46,179.6,1.75,5.8
2002-06-24,992.719970703125,1.82,4.13,4.87,10887.46,179.6,1.75,5.8
2002-06-25,976.140014648438,1.81,4.13,4.88,10887.46,179.6,1.75,5.8
2002-06-26,973.530029296875,1.74,3.99,4.75,10887.46,179.6,1.75,5.8
2002-06-27,990.640014648438,1.76,4.08,4.84,10887.46,179.6,1.75,5.8
2002-06-28,989.820007324219,1.75,4.09,4.86,10887.46,179.6,1.75,5.8
2002-07-01,968.650024414062,1.78,4.08,4.85,10984.04,180,1.73,5.8
2002-07-02,948.090026855469,1.76,3.99,4.77,10984.04,180,1.73,5.8
2002-07-03,953.989990234375,1.74,4,4.78,10984.04,180,1.73,5.8
2002-07-05,989.030029296875,1.77,4.13,4.9,10984.04,180,1.73,5.8
2002-07-08,976.97998046875,1.78,4.07,4.84,10984.04,180,1.73,5.8
2002-07-09,952.830017089844,1.75,3.98,4.78,10984.04,180,1.73,5.8
2002-07-10,920.469970703125,1.74,3.85,4.66,10984.04,180,1.73,5.8
2002-07-11,927.369995117188,1.74,3.86,4.66,10984.04,180,1.73,5.8
2002-07-12,921.390014648438,1.74,3.82,4.63,10984.04,180,1.73,5.8
2002-07-15,917.929992675781,1.73,3.85,4.66,10984.04,180,1.73,5.8
2002-07-16,900.940002441406,1.75,3.93,4.75,10984.04,180,1.73,5.8
2002-07-17,906.039978027344,1.75,3.89,4.71,10984.04,180,1.73,5.8
2002-07-18,881.559997558594,1.74,3.82,4.66,10984.04,180,1.73,5.8
2002-07-19,847.75,1.73,3.76,4.61,10984.04,180,1.73,5.8
2002-07-22,819.849975585938,1.73,3.65,4.51,10984.04,180,1.73,5.8
2002-07-23,797.700012207031,1.71,3.59,4.47,10984.04,180,1.73,5.8
2002-07-24,843.429992675781,1.7,3.6,4.49,10984.04,180,1.73,5.8
2002-07-25,838.679992675781,1.69,3.51,4.43,10984.04,180,1.73,5.8
2002-07-26,852.840026855469,1.68,3.46,4.43,10984.04,180,1.73,5.8
2002-07-29,898.960021972656,1.74,3.68,4.62,10984.04,180,1.73,5.8
2002-07-30,902.780029296875,1.75,3.71,4.65,10984.04,180,1.73,5.8
2002-07-31,911.619995117188,1.7,3.53,4.51,10984.04,180,1.73,5.8
2002-08-01,884.659973144531,1.66,3.46,4.47,10984.04,180.5,1.74,5.7
2002-08-02,864.239990234375,1.59,3.27,4.33,10984.04,180.5,1.74,5.7
2002-08-05,834.599975585938,1.59,3.21,4.29,10984.04,180.5,1.74,5.7
2002-08-06,859.570007324219,1.6,3.36,4.42,10984.04,180.5,1.74,5.7
2002-08-07,876.77001953125,1.55,3.24,4.35,10984.04,180.5,1.74,5.7
2002-08-08,905.460021972656,1.59,3.35,4.4,10984.04,180.5,1.74,5.7
2002-08-09,908.640014648438,1.59,3.28,4.27,10984.04,180.5,1.74,5.7
2002-08-12,903.799987792969,1.64,3.24,4.22,10984.04,180.5,1.74,5.7
2002-08-13,884.210021972656,1.58,3.15,4.12,10984.04,180.5,1.74,5.7
2002-08-14,919.619995117188,1.61,3.19,4.06,10984.04,180.5,1.74,5.7
2002-08-15,930.25,1.63,3.28,4.17,10984.04,180.5,1.74,5.7
2002-08-16,928.77001953125,1.65,3.41,4.32,10984.04,180.5,1.74,5.7
2002-08-19,950.700012207031,1.68,3.4,4.29,10984.04,180.5,1.74,5.7
2002-08-20,937.429992675781,1.64,3.25,4.17,10984.04,180.5,1.74,5.7
2002-08-21,949.359985351562,1.65,3.28,4.2,10984.04,180.5,1.74,5.7
2002-08-22,962.700012207031,1.68,3.37,4.3,10984.04,180.5,1.74,5.7
2002-08-23,940.859985351562,1.67,3.31,4.25,10984.04,180.5,1.74,5.7
2002-08-26,947.950012207031,1.69,3.29,4.22,10984.04,180.5,1.74,5.7
2002-08-27,934.820007324219,1.71,3.37,4.29,10984.04,180.5,1.74,5.7
2002-08-28,917.869995117188,1.69,3.31,4.22,10984.04,180.5,1.74,5.7
2002-08-29,917.799987792969,1.66,3.24,4.16,10984.04,180.5,1.74,5.7
2002-08-30,916.070007324219,1.67,3.22,4.14,10984.04,180.5,1.74,5.7
2002-09-03,878.02001953125,1.62,3.04,3.98,10984.04,180.8,1.75,5.7
2002-09-04,893.400024414062,1.6,3.02,3.96,10984.04,180.8,1.75,5.7
2002-09-05,879.150024414062,1.58,2.95,3.91,10984.04,180.8,1.75,5.7
2002-09-06,893.919982910156,1.66,3.1,4.05,10984.04,180.8,1.75,5.7
2002-09-09,902.960021972656,1.69,3.11,4.05,10984.04,180.8,1.75,5.7
2002-09-10,909.580017089844,1.68,3.08,4,10984.04,180.8,1.75,5.7
2002-09-11,909.450012207031,1.69,3.15,4.07,10984.04,180.8,1.75,5.7
2002-09-12,886.909973144531,1.68,3.07,3.98,10984.04,180.8,1.75,5.7
2002-09-13,889.809997558594,1.68,3,3.92,10984.04,180.8,1.75,5.7
2002-09-16,891.099975585938,1.69,3,3.9,10984.04,180.8,1.75,5.7
2002-09-17,873.52001953125,1.69,2.97,3.87,10984.04,180.8,1.75,5.7
2002-09-18,869.460021972656,1.68,2.96,3.86,10984.04,180.8,1.75,5.7
2002-09-19,843.320007324219,1.64,2.87,3.79,10984.04,180.8,1.75,5.7
2002-09-20,845.390014648438,1.64,2.86,3.79,10984.04,180.8,1.75,5.7
2002-09-23,833.700012207031,1.62,2.76,3.7,10984.04,180.8,1.75,5.7
2002-09-24,819.289978027344,1.61,2.76,3.69,10984.04,180.8,1.75,5.7
2002-09-25,839.659973144531,1.63,2.83,3.77,10984.04,180.8,1.75,5.7
2002-09-26,854.950012207031,1.61,2.86,3.79,10984.04,180.8,1.75,5.7
2002-09-27,827.369995117188,1.57,2.74,3.69,10984.04,180.8,1.75,5.7
2002-09-30,815.280029296875,1.51,2.63,3.63,10984.04,180.8,1.75,5.7
2002-10-01,847.909973144531,1.54,2.75,3.72,11061.433,181.2,1.75,5.7
2002-10-02,827.909973144531,1.52,2.74,3.71,11061.433,181.2,1.75,5.7
